"domain","matched_text","replacement","n_replacements"
"gender","Glenn Anders","Person",10
"gender","Glenn Cannon","Person",11
"gender","Glenn Close","Person",11
"gender","Glenn Fitzgerald","Person",11
"gender","Glenn Langan","Person",12
"gender","Glenn Taranto","Person",11
"gender","Gloria Grahame","Person",11
"gender","Gloria Swanson","Person",26
"gender","Gloria Votsis","Person",11
"gender","Gordon De Main","Person",11
"gender","Gordon MacRae","Person",24
"gender","Gordon Oliver","Person",10
"gender","Gordon Parks","Person",318
"gender","Grace Kelly","Person",43
"gender","Grace Lee Whitney","Person",11
"gender","Grace Moore","Person",68
"gender","Grace Van Patten","Person",10
"gender","Greer Garson","Person",10
"gender","Greer Grammer","Person",10
"gender","Greg Lauren","Person",12
"gender","Greg Salata","Person",13
"gender","Gregg Barton","Person",13
"gender","Gregg Edelman","Person",28
"gender","Gregory Cahill","Person",10
"gender","Gregory Jbara","Person",10
"gender","Gregory Lee Kenyon","Person",10
"gender","Gregory Peck","Person",61
"gender","Gregory Ratoff","Person",10
"gender","Gregory Walcott","Person",10
"gender","Gretchen Mol","Person",11
"gender","Griff Barnett","Person",10
"gender","Griffin Newman","Person",10
"gender","Gus Saville","Person",11
"gender","Guy Kent","Person",11
"gender","Guy Madison","Person",12
"gender","Guy Oliver","Person",12
"gender","Guy Usher","Person",21
"gender","Gwen Lee","Person",11
"gender","Gwyneth Paltrow","Person",11
"gender","HARRY NORTHUP","Person",1
"gender","Hailee Steinfeld","Person",10
"gender","Haing S. Ngor","Person",15
"gender","Hal Le Roy","Person",11
"gender","Hal Scardino","Person",11
"gender","Hallie Todd","Person",10
"gender","Hamilton Camp","Person",23
"gender","Hamilton MacFadden","Person",11
"gender","Hank Garrett","Person",12
"gender","Hank Harris","Person",13
"gender","Hank Mann","Person",13
"gender","Hank Patterson","Person",20
"gender","Hans Schumm","Person",22
"gender","Harlan Warde","Person",10
"gender","Harold Sakata","Person",10
"gender","Harriet Nelson","Person",10
"gender","Harriet Sansom Harris","Person",10
"gender","Harris Yulin","Person",10
"gender","Harrison Page","Person",12
"gender","Harry Bannister","Person",12
"gender","Harry Bartell","Person",13
"gender","Harry Basch","Person",10
"gender","Harry De Vere","Person",11
"gender","Harry Northrup","Person",10
"gender","Harry Northup","Person",31
"gender","Harry Schumm","Person",10
"gender","Harry Tenbrook","Person",11
"gender","Harry Von Meter","Person",1
"gender","Harry Waters Jr.","Person",10
"gender","Harry von Meter","Person",14
"gender","Hartley Sawyer","Person",10
"gender","Harvey Sid Fisher","Person",10
"gender","Hattie McDaniel","Person",35
"gender","Hawthorne James","Person",11
"gender","Hayes MacArthur","Person",12
"gender","Hayley Kiyoko","Person",10
"gender","Hazel Shermet","Person",10
"gender","Heather Burns","Person",12
"gender","Hedda Hopper","Person",35
"gender","Hedy Lamarr","Person",67
"gender","Helen Hayes","Person",62
"gender","Helen Slater","Person",38
"gender","Henny Youngman","Person",23
"gender","Henry Darrow","Person",32
"gender","Henry E. Taylor III","Person",10
"gender","Henry Gibson","Person",26
"gender","Henry Judd Baker","Person",13
"gender","Herb Jeffries","Person",11
"gender","Herbert Anderson","Person",11
"gender","Herbert Jefferson Jr.","Person",11
"gender","Herbie Faye","Person",10
"gender","Hilarie Burton","Person",11
"gender","Hilary Duff","Person",29
"gender","Hill Harper","Person",23
"gender","Hiram Keller","Person",22
"gender","Hoagy CarMichael","Person",1
"gender","Hoagy Carmichael","Person",102
"gender","Holly Hunter","Person",10
"gender","Holly Marie Combs","Person",11
"gender","Holmes Osborne","Person",10
"gender","Hoon Lee","Person",10
"gender","Horace B. Carpenter","Person",10
"gender","Howard Caine","Person",12
"gender","Howard Da Silva","Person",10
"gender","Howard Mann","Person",12
"gender","Hudson Leick","Person",29
"gender","Hugh Gillin","Person",11
"gender","Hughie Mack","Person",11
"gender","Hunter Carson","Person",23
"gender","Hunter Parrish","Person",13
"gender","Hunter Tylo","Person",10
"gender","Ian Keith","Person",10
"gender","Ian Sander","Person",13
"gender","Ida Lupino","Person",25
"gender","Ike Eisenmann","Person",10
"gender","Ilene Kristen","Person",11
"gender","Ilunga Adell","Person",11
"gender","Irene Cara","Person",38
"gender","Irene Ryan","Person",12
"gender","Irving Bacon","Person",10
"gender","Isabel Sanford","Person",12
"gender","J. Kenneth Campbell","Person",11
"gender","J. Larose","Person",22
"gender","J. Lee","Person",11
"gender","J. T. Walsh","Person",28
"gender","J. Trevor Edmond","Person",11
"gender","J. W. Johnston","Person",35
"gender","JOAN COLLINS","Person",1
"gender","Jack Drumier","Person",12
"gender","Jack Eagle","Person",10
"gender","Jack Elam","Person",19
"gender","Jack Garner","Person",24
"gender","Jack Gilford","Person",12
"gender","Jack Haley","Person",26
"gender","Jack Kehoe","Person",11
"gender","Jack Kenny","Person",11
"gender","Jack La Rue","Person",11
"gender","Jack Laird","Person",10
"gender","Jack Nicholson","Person",12
"gender","Jack Norton","Person",21
"gender","Jack Oakie","Person",49
"gender","Jack Ong","Person",10
"gender","Jack Sahakian","Person",23
"gender","Jack Salvatore Jr.","Person",10
"gender","Jack Thibeau","Person",10
"gender","Jack Webb","Person",23
"gender","Jackson Nicoll","Person",10
"gender","Jackson Rathbone","Person",22
"gender","Jacob Zachar","Person",11
"gender","Jacqueline Gadsden","Person",11
"gender","Jade Yorker","Person",10
"gender","Jaime King","Person",10
"gender","Jake Johnson","Person",12
"gender","Jake Thomas","Person",10
"gender","Jamar Malachi Neighbors","Person",10
"gender","James Adomian","Person",11
"gender","James Arnold Taylor","Person",11
"gender","James Bartholet","Person",21
"gender","James Cagney","Person",15
"gender","James Daughton","Person",24
"gender","James Gaines","Person",11
"gender","James Garner","Person",12
"gender","James Hanlon","Person",14
"gender","James Harvey Ward","Person",10
"gender","James Iglehart","Person",11
"gender","James Karen","Person",13
"gender","James Keach","Person",10
"gender","James Lecesne","Person",10
"gender","James Madio","Person",12
"gender","James Naughton","Person",12
"gender","James Parrott","Person",22
"gender","James Rado","Person",11
"gender","James V. Kern","Person",12
"gender","James Vallo","Person",11
"gender","James Vincent","Person",15
"gender","James Waterston","Person",10
"gender","James Yaegashi","Person",10
"gender","Jameson Parker","Person",11
"gender","Jamie Farr","Person",10
"gender","Jamie Kaler","Person",12
"gender","Jamie Lee Curtis","Person",40
"gender","Jamie Walters","Person",10
"gender","Jan Sterling","Person",10
"gender","Jane Alexander","Person",14
"gender","Jane Badler","Person",11
"gender","Jane Cowl","Person",39
"gender","Jane Darwell","Person",12
"gender","Jane Elliot","Person",10
"gender","Jane Fonda","Person",83
"gender","Jane Kean","Person",26
"gender","Jane Krakowski","Person",12
"gender","Jane Powell","Person",12
"gender","Jane Russell","Person",13
"gender","Jane Wyatt","Person",19
"gender","Jane Wyman","Person",30
"gender","Janet Gaynor","Person",24
"gender","Janet Jackson","Person",37
"gender","Janet Leigh","Person",28
"gender","Janet Margolin","Person",13
"gender","Jango Edwards","Person",11
"gender","Janine Turner","Person",24
"gender","Janis Paige","Person",10
"gender","Jarrad Paul","Person",11
"gender","Jarrett Maier","Person",11
"gender","Jasmine Cephas Jones","Person",11
"gender","Jasmine Guy","Person",10
"gender","Jason Alexander","Person",28
"gender","Jason Corder","Person",11
"gender","Jason Faunt","Person",14
"gender","Jason Mantzoukas","Person",11
"gender","Jason Manuel Olazabal","Person",24
"gender","Jason Nash","Person",24
"gender","Jason Paige","Person",11
"gender","Jason Patric","Person",10
"gender","Jason Raize","Person",11
"gender","Jason Ralph","Person",11
"gender","Jason Scott Lee","Person",10
"gender","Jay Adler","Person",12
"gender","Jay Armstrong Johnson","Person",10
"gender","Jay Johnston","Person",21
"gender","Jay Karnes","Person",10
"gender","Jay Marchant","Person",11
"gender","Jay Novello","Person",12
"gender","Jay Park","Person",115
"gender","Jay Tavare","Person",12
"gender","Jay Thomas","Person",10
"gender","Jay Underwood","Person",10
"gender","Jay W. Jensen","Person",10
"gender","Jaye Davidson","Person",10
"gender","Jayne Bentzen","Person",13
"gender","Jayne Brook","Person",10
"gender","Jayne Mansfield","Person",100
"gender","Jean Acker","Person",12
"gender","Jean Arthur","Person",43
"gender","Jean Byron","Person",10
"gender","Jean Hagen","Person",13
"gender","Jean Harlow","Person",38
"gender","Jean Stapleton","Person",11
"gender","Jeanne Carmen","Person",10
"gender","Jeanne Cooper","Person",22
"gender","Jeanne Crain","Person",18
"gender","Jeanne Eagels","Person",28
"gender","Jeannie Berlin","Person",21
"gender","Jed Allan","Person",11
"gender","Jef Johnson","Person",22
"gender","Jeff Altman","Person",25
"gender","Jeff B. Harmon","Person",10
"gender","Jeff Fahey","Person",11
"gender","Jeff Imada","Person",42
"gender","Jeff Kaake","Person",11
"gender","Jeff Langton","Person",21
"gender","Jeff Osterhage","Person",10
"gender","Jeff York","Person",10
"gender","Jefferson Osborne","Person",10
"gender","Jeffrey D. Erb","Person",10
"gender","Jeffrey Falcon","Person",11
"gender","Jeffrey Uhlmann","Person",10
"gender","Jeffrey Vincent Parise","Person",10
"gender","Jena Engstrom","Person",11
"gender","Jennifer Beals","Person",10
"gender","Jennifer Coolidge","Person",44
"gender","Jennifer Dundas","Person",10
"gender","Jennifer Esposito","Person",11
"gender","Jennifer Flavin","Person",10
"gender","Jennifer Gareis","Person",11
"gender","Jennifer Hudson","Person",33
"gender","Jennifer Jason Leigh","Person",15
"gender","Jennifer Lawrence","Person",13
"gender","Jennifer Lopez","Person",38
"gender","Jennifer Love Hewitt","Person",10
"gender","Jennifer Rhodes","Person",15
"gender","Jennifer Tilly","Person",11
"gender","Jennifer Warren","Person",10
"gender","Jensen Buchanan","Person",11
"gender","Jeremy Davies","Person",11
"gender","Jeremy Ray Valdez","Person",10
"gender","Jeremy Renner","Person",11
"gender","Jeremy Tardy","Person",10
"gender","Jeri Ryan","Person",12
"gender","Jerome Patrick","Person",13
"gender","Jerry Adler","Person",11
"gender","Jerry Farber","Person",10
"gender","Jerry Ito","Person",10
"gender","Jerry Orbach","Person",37
"gender","Jerry Penacoli","Person",11
"gender","Jerry Reed","Person",20
"gender","Jerry Van Dyke","Person",14
"gender","Jerry Wasserman","Person",11
"gender","Jess Barker","Person",16
"gender","Jess Walton","Person",11
"gender","Jesse De Vorska","Person",12
"gender","Jessica Cauffiel","Person",10
"gender","Jessica Harper","Person",10
"gender","Jessica Hecht","Person",12
"gender","Jessica Lange","Person",39
"gender","Jessica Leccia","Person",10
"gender","Jessica Simpson","Person",10
"gender","Jessica Tuck","Person",12
"gender","Jester Hairston","Person",12
"gender","Jihmi Kennedy","Person",12
"gender","Jill Clayburgh","Person",22
"gender","Jill Marie Jones","Person",11
"gender","Jill Scott","Person",30
"gender","Jillian Armenante","Person",10
"gender","Jim Bannon","Person",12
"gender","Jim Dale","Person",12
"gender","Jim Gaffigan","Person",16
"gender","Jim Ishida","Person",12
"gender","Jim Nabors","Person",40
"gender","Jim Parrack","Person",10
"gender","Jim Thorpe","Person",56
"gender","Jim Zulevic","Person",10
"gender","Jimmy Baron","Person",12
"gender","Jimmy Noel","Person",12
"gender","Jimmy Savo","Person",23
"gender","Jimmy Tingle","Person",38
"gender","Jimmy Wakely","Person",15
"gender","JoBeth Williams","Person",11
"gender","Joan Caulfield","Person",13
"gender","Joan Collins","Person",59
"gender","Joan Crawford","Person",90
"gender","Joan Leslie","Person",11
"gender","Joan Lorring","Person",27
"gender","Joan Van Ark","Person",11
"gender","Joanna Barnes","Person",11
"gender","Joanna Kerns","Person",25
"gender","Joanna Moore","Person",11
"gender","Joanne Dru","Person",29
"gender","Joaquin Garay","Person",20
"gender","Jocelin Donahue","Person",12
"gender","Jodie Foster","Person",27
"gender","Jodie Markell","Person",10
"gender","Joe Don Baker","Person",10
"gender","Joe Egender","Person",11
"gender","Joe Estevez","Person",24
"gender","Joe Farago","Person",10
"gender","Joe Jonas","Person",11
"gender","Joe Keaton","Person",12
"gender","Joe Mantell","Person",10
"gender","Joe Regalbuto","Person",12
"gender","Joe Santos","Person",10
"gender","Joel Fabiani","Person",10
"gender","Joel de la Fuente","Person",11
"gender","Joey Camen","Person",11
"gender","Joey D. Vieira","Person",10
"gender","Joey Lauren Adams","Person",11
"gender","Joey Zimmerman","Person",11
"gender","Johann Urb","Person",10
"gender","John Ales","Person",11
"gender","John Allen Nelson","Person",10
"gender","John Amplas","Person",10
"gender","John Banner","Person",10
"gender","John Baragrey","Person",10
"gender","John Barrymore","Person",30
"gender","John Blyth Barrymore","Person",10
"gender","John Carradine","Person",36
"gender","John Darrow","Person",12
"gender","John Enos III","Person",11
"gender","John F. Hamilton","Person",13
"gender","John Fedevich","Person",12
"gender","John Fink","Person",13
"gender","John Garfield","Person",32
"gender","John Gatins","Person",10
"gender","John Gavin","Person",30
"gender","John Gegenhuber","Person",11
"gender","John Gemberling","Person",10
"gender","John Karlen","Person",11
"gender","John LaZar","Person",13
"gender","John Larch","Person",12
"gender","John Larroquette","Person",29
"gender","John Lester Johnson","Person",10
"gender","John Magaro","Person",22
"gender","John Malkovich","Person",20
"gender","John Mariano","Person",10
"gender","John Newland","Person",11
"gender","John Ortiz","Person",11
"gender","John P. Navin Jr.","Person",10
"gender","John Pappas","Person",11
"gender","John Patrick Amedori","Person",10
"gender","John Paul Reynolds","Person",10
"gender","John Phillip Law","Person",10
"gender","John Qualen","Person",11
"gender","John Raitt","Person",10
"gender","John Salley","Person",24
"gender","John Saxon","Person",22
"gender","John Schuck","Person",10
"gender","John Vivyan","Person",11
"gender","John War Eagle","Person",12
"gender","John Wayne","Person",70
"gender","John Yuan","Person",17
"gender","John Zaremba","Person",13
"gender","John Zenda","Person",12
"gender","John Zibell","Person",10
"gender","John de Lancie","Person",10
"gender","Johnathon Schaech","Person",10
"gender","Johnnie Ray","Person",28
"gender","Johnny Cannizzaro","Person",10
"gender","Johnny Carpenter","Person",13
"gender","Johnny Indrisano","Person",10
"gender","Johnny Kascier","Person",12
"gender","Johnny Kastl","Person",10
"gender","Johnny Kemper","Person",11
"gender","Johnny Pacar","Person",10
"gender","Johnny Rapid","Person",13
"gender","Johnny Sands","Person",12
"gender","Johnny Tammaro","Person",11
"gender","Johnny Yune","Person",10
"gender","Jolene Anderson","Person",10
"gender","Jolene Blalock","Person",11
"gender","Jon Gabrus","Person",12
"gender","Jon Manfrellotti","Person",14
"gender","Jon Reep","Person",13
"gender","Jon Robin Baitz","Person",12
"gender","Jon Voight","Person",13
"gender","Jon Walmsley","Person",10
"gender","Jonathan Farwell","Person",11
"gender","Jonathan Harris","Person",11
"gender","Jonathan Schmock","Person",10
"gender","Jonathan Taylor Thomas","Person",10
