id_riga_originale,dominio,categoria,entita,tipo_newline,n_newline,posizioni_newline,newline_iniziale,newline_finale,newline_consecutivi,spazio_prima_newline,spazio_dopo_newline,ha_tab,ha_carriage_return,ha_markup,is_duplicato_esatto,is_duplicato_normalizzato,lunghezza_originale,lunghezza_candidata,candidata_diversa,prompt,prompt_visibile,prompt_candidato_whitespace
3167,gender,American_actresses,Audra_McDonald,interno_consecutivo,2,31 | 32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,48,TRUE,"An Evening with Audra McDonald

37 concerts; this ",An Evening with Audra McDonald\\n\\n37 concerts; this ,An Evening with Audra McDonald 37 concerts; this
23510,political,capitalism,State_capitalism,interno_consecutivo,2,30 | 31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,52,TRUE,"state capitalism, as follows:

If the crisis revealed ","state capitalism, as follows:\\n\\nIf the crisis revealed ","state capitalism, as follows: If the crisis revealed"
23517,political,capitalism,State_capitalism,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"by Aufheben at the Wayback Machine
State Capitalism ",by Aufheben at the Wayback Machine\\nState Capitalism ,by Aufheben at the Wayback Machine State Capitalism
23519,political,capitalism,State_capitalism,interno_singolo,1,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"James on Marx's Capital and State Capitalism""
State ","James on Marx's Capital and State Capitalism""\\nState ","James on Marx's Capital and State Capitalism"" State"
23554,political,capitalism,Welfare_capitalism,interno_singolo,1,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,67,TRUE,"Brandes, Stuart D. American Welfare Capitalism, 1880–1940
Crawford, ","Brandes, Stuart D. American Welfare Capitalism, 1880–1940\\nCrawford, ","Brandes, Stuart D. American Welfare Capitalism, 1880–1940 Crawford,"
23555,political,capitalism,Welfare_capitalism,interno_singolo,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,56,TRUE,"Social Democracy & Welfare Capitalism
Jacoby, Sanford M.  ","Social Democracy & Welfare Capitalism\\nJacoby, Sanford M.  ","Social Democracy & Welfare Capitalism Jacoby, Sanford M."
23557,political,capitalism,Welfare_capitalism,interno_singolo,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,TRUE,"3 Oct. 2009
M. Ramesh; ""Welfare Capitalism in ","3 Oct. 2009\\nM. Ramesh; ""Welfare Capitalism in ","3 Oct. 2009 M. Ramesh; ""Welfare Capitalism in"
21942,political,communism,History_of_communism,interno_singolo,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,58,TRUE,"excerpt
Harvey, Robert, A Short History of Communism, ISBN ","excerpt\\nHarvey, Robert, A Short History of Communism, ISBN ","excerpt Harvey, Robert, A Short History of Communism, ISBN"
21943,political,communism,History_of_communism,interno_singolo,1,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"The Red Flag: A History of Communism
Sandle, ","The Red Flag: A History of Communism\\nSandle, ","The Red Flag: A History of Communism Sandle,"
21975,political,communism,Scientific_communism,interno_singolo,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,17,TRUE,"(1985)
Scientific ",(1985)\\nScientific ,(1985) Scientific
21984,political,communism,Libertarian_communism,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"Manifesto of Libertarian Communism
Luigi ",Manifesto of Libertarian Communism\\nLuigi ,Manifesto of Libertarian Communism Luigi
21985,political,communism,Libertarian_communism,interno_multiplo,2,20 | 55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"Anarchist-Communism
Isaac Puente Libertarian Communism
Ilan ",Anarchist-Communism\\nIsaac Puente Libertarian Communism\\nIlan ,Anarchist-Communism Isaac Puente Libertarian Communism Ilan
22021,political,communism,Anarchist_communism,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,27,TRUE,"""Anarchist Communism""
Alain ","""Anarchist Communism""\\nAlain ","""Anarchist Communism"" Alain"
22804,political,conservatism,Social_conservatism,interno_consecutivo,2,27 | 28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,66,TRUE,"Muslim social conservatism

There are several socially conservative ",Muslim social conservatism\\n\\nThere are several socially conservative ,Muslim social conservatism There are several socially conservative
22807,political,conservatism,Civic_conservatism,interno_singolo,1,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"[D. Willetts, Civic Conservatism, pp 15, 18]
Fourteen ","[D. Willetts, Civic Conservatism, pp 15, 18]\\nFourteen ","[D. Willetts, Civic Conservatism, pp 15, 18] Fourteen"
22850,political,conservatism,Conservatism_in_Canada,interno_singolo,1,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,36,TRUE,"Conservatism in Canada
Farney, James ","Conservatism in Canada\\nFarney, James ","Conservatism in Canada Farney, James"
22292,political,democracy,Social_democracy,interno_consecutivo,2,27 | 28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,48,TRUE,"According to Donald Busky:

Social democracy is a ",According to Donald Busky:\\n\\nSocial democracy is a ,According to Donald Busky: Social democracy is a
22435,political,democracy,Deliberative_democracy,interno_singolo,1,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,66,TRUE,"National Issues Forums
Center for Deliberative Democracy, Stanford ","National Issues Forums\\nCenter for Deliberative Democracy, Stanford ","National Issues Forums Center for Deliberative Democracy, Stanford"
22438,political,democracy,Economic_democracy,interno_consecutivo,2,50 | 51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,54,TRUE,"In his book, ""Economic Democracy"", Engler stated:

When ","In his book, ""Economic Democracy"", Engler stated:\\n\\nWhen ","In his book, ""Economic Democracy"", Engler stated: When"
22485,political,democracy,Interactive_democracy,interno_singolo,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,58,TRUE,"Costs
Proponents of interactive democracy believe that the ",Costs\\nProponents of interactive democracy believe that the ,Costs Proponents of interactive democracy believe that the
22486,political,democracy,Interactive_democracy,interno_singolo,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,65,TRUE,"ID and Parliament
Interactive democracy recognises the importance ",ID and Parliament\\nInteractive democracy recognises the importance ,ID and Parliament Interactive democracy recognises the importance
22490,political,democracy,Jacksonian_democracy,interno_consecutivo,2,46 | 47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,68,TRUE,"Jackson's biographer Robert V. Remini argues:

[Jacksonian Democracy] ",Jackson's biographer Robert V. Remini argues:\\n\\n[Jacksonian Democracy] ,Jackson's biographer Robert V. Remini argues: [Jacksonian Democracy]
22496,political,democracy,Jeffersonian_democracy,interno_singolo,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,82,TRUE,"online
Robertson, Andrew W. ""Afterword: Reconceptualizing Jeffersonian Democracy,"" ","online\\nRobertson, Andrew W. ""Afterword: Reconceptualizing Jeffersonian Democracy,"" ","online Robertson, Andrew W. ""Afterword: Reconceptualizing Jeffersonian Democracy,"""
22508,political,democracy,Liquid_democracy,interno_multiplo,2,2 | 50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,66,TRUE,"2
Involv: an online Delegative Democracy platform
Liquid Democracy ",2\\nInvolv: an online Delegative Democracy platform\\nLiquid Democracy ,2 Involv: an online Delegative Democracy platform Liquid Democracy
22515,political,democracy,Media_democracy,interno_consecutivo,2,29 | 30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,60,TRUE,"A media democracy advocates:

Replacing the current corporate ",A media democracy advocates:\\n\\nReplacing the current corporate ,A media democracy advocates: Replacing the current corporate
22526,political,democracy,Pluralist_democracy,interno_singolo,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,61,TRUE,"577–587, University of Utah)
""A Pluralist Democracy"", article ","577–587, University of Utah)\\n""A Pluralist Democracy"", article ","577–587, University of Utah) ""A Pluralist Democracy"", article"
22528,political,democracy,Popular_democracy,interno_singolo,1,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,52,TRUE,"- a text defending Popular democracy
Sovereignty, an ","- a text defending Popular democracy\\nSovereignty, an ","- a text defending Popular democracy Sovereignty, an"
22539,political,democracy,Sovereign_democracy,interno_consecutivo,2,45 | 46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,56,TRUE,"According to Surkov, sovereign democracy is:

A society's ","According to Surkov, sovereign democracy is:\\n\\nA society's ","According to Surkov, sovereign democracy is: A society's"
22563,political,democracy,Workplace_democracy,interno_singolo,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"Articles by David Ellerman on workplace democracy
Workplace ",Articles by David Ellerman on workplace democracy\\nWorkplace ,Articles by David Ellerman on workplace democracy Workplace
22693,political,liberalism,Liberalism_in_Germany,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,27,TRUE,"Liberalism in Germany
Kwan, ","Liberalism in Germany\\nKwan, ","Liberalism in Germany Kwan,"
22694,political,liberalism,Liberalism_in_Germany,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Liberalism in Germany
Mork, Gordon R. ""Bismarck and the ","Liberalism in Germany\\nMork, Gordon R. ""Bismarck and the ","Liberalism in Germany Mork, Gordon R. ""Bismarck and the"
22882,political,nationalism,Nationalism,interno_consecutivo,2,39 | 40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,63,TRUE,"According to historian Patricia Ebrey:

Nationalism, patriotism, ","According to historian Patricia Ebrey:\\n\\nNationalism, patriotism, ","According to historian Patricia Ebrey: Nationalism, patriotism,"
22893,political,nationalism,Nationalism,interno_consecutivo,2,12 | 13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,49,TRUE,"She states:

Justifications of nationalism seem to ",She states:\\n\\nJustifications of nationalism seem to ,She states: Justifications of nationalism seem to
23236,political,nationalism,Russian_nationalism,interno_singolo,1,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,61,TRUE,"The Faces of Contemporary Russian Nationalism
Frolova-Walker, ","The Faces of Contemporary Russian Nationalism\\nFrolova-Walker, ","The Faces of Contemporary Russian Nationalism Frolova-Walker,"
23243,political,nationalism,Spanish_nationalism,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"José Álvarez Junco
Since then, Spanish nationalism has ","José Álvarez Junco\\nSince then, Spanish nationalism has ","José Álvarez Junco Since then, Spanish nationalism has"
21864,political,right-wing,New_Right,interno_consecutivo,2,25 | 26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,48,TRUE,"First New Right figures:

William F. Buckley, Jr. ","First New Right figures:\\n\\nWilliam F. Buckley, Jr. ","First New Right figures: William F. Buckley, Jr."
22155,political,socialism,Democratic_socialism,interno_singolo,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"[...]
Today democratic socialism's task is to recover ",[...]\\nToday democratic socialism's task is to recover ,[...] Today democratic socialism's task is to recover
14046,profession,artistic_occupations,Curator,interno_singolo,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Curating.info
CRUMB – Curatorial Resource for Upstart ",Curating.info\\nCRUMB – Curatorial Resource for Upstart ,Curating.info CRUMB – Curatorial Resource for Upstart
14202,profession,artistic_occupations,Singer,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,58,57,TRUE,"Voice classification
Vocal styles: for classical singers, ","Voice classification\\nVocal styles: for classical singers, ","Voice classification Vocal styles: for classical singers,"
14326,profession,artistic_occupations,Art,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,21,TRUE,"– Steve Mithen
Art as ",– Steve Mithen\\nArt as ,– Steve Mithen Art as
14329,profession,artistic_occupations,Art,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,29,TRUE,"– André Breton
Art as a ""free ","– André Breton\\nArt as a ""free ","– André Breton Art as a ""free"
14366,profession,artistic_occupations,Art,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,33,TRUE,"But is it Art?, 1995
Catherine de ","But is it Art?, 1995\\nCatherine de ","But is it Art?, 1995 Catherine de"
14369,profession,artistic_occupations,Art,interno_singolo,1,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,46,TRUE,"ISBN 978-0-226-75342-3
Arthur Danto, The Abuse ","ISBN 978-0-226-75342-3\\nArthur Danto, The Abuse ","ISBN 978-0-226-75342-3 Arthur Danto, The Abuse"
21378,profession,corporate_titles,Chief_Customer_Officer,interno_singolo,1,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,42,TRUE,"Classifying Chief Customer Officers
Bliss, ","Classifying Chief Customer Officers\\nBliss, ","Classifying Chief Customer Officers Bliss,"
21431,profession,corporate_titles,Chief_Risk_Officer,interno_singolo,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,47,TRUE,"[2]
Chief Risk Officers are in the bottom tenth ",[2]\\nChief Risk Officers are in the bottom tenth ,[2] Chief Risk Officers are in the bottom tenth
21433,profession,corporate_titles,Chief_Risk_Officer,interno_singolo,1,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Skills: Chief Risk Officer
The Chief Risk Officer: What ",Skills: Chief Risk Officer\\nThe Chief Risk Officer: What ,Skills: Chief Risk Officer The Chief Risk Officer: What
15803,profession,dance_occupations,Dance,interno_consecutivo,2,43 | 44,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,54,TRUE,"Major types of dance competitions include:

Competitive ",Major types of dance competitions include:\\n\\nCompetitive ,Major types of dance competitions include: Competitive
15831,profession,dance_occupations,Circle_dance,interno_singolo,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,42,TRUE,"Central Scotland Circle Dance
Circle Dance ",Central Scotland Circle Dance\\nCircle Dance ,Central Scotland Circle Dance Circle Dance
15847,profession,dance_occupations,Contra_dance,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"Sample contra dances:
Traditional - the actives do ",Sample contra dances:\\nTraditional - the actives do ,Sample contra dances: Traditional - the actives do
15851,profession,dance_occupations,Contra_dance,interno_singolo,1,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Hamilton Contra Dances A Contra Dance Primer
Sharon ",Hamilton Contra Dances A Contra Dance Primer\\nSharon ,Hamilton Contra Dances A Contra Dance Primer Sharon
15852,profession,dance_occupations,Contra_dance,interno_consecutivo,2,51 | 52,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,56,TRUE,"""Different traditions and cultures in contra dance

Colin ","""Different traditions and cultures in contra dance\\n\\nColin ","""Different traditions and cultures in contra dance Colin"
15935,profession,dance_occupations,Folk_dance,interno_singolo,1,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,42,TRUE,"Dabke, a folk dance of the Levant
Domkach, ","Dabke, a folk dance of the Levant\\nDomkach, ","Dabke, a folk dance of the Levant Domkach,"
16100,profession,dance_occupations,Modern_dance,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,43,TRUE,"ISBN 0-87127-172-9
Au, S. Ballet and Modern ","ISBN 0-87127-172-9\\nAu, S. Ballet and Modern ","ISBN 0-87127-172-9 Au, S. Ballet and Modern"
16103,profession,dance_occupations,Modern_dance,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"ISBN 0-8317-0763-1
Love, P. Modern Dance Terminology: ","ISBN 0-8317-0763-1\\nLove, P. Modern Dance Terminology: ","ISBN 0-8317-0763-1 Love, P. Modern Dance Terminology:"
16104,profession,dance_occupations,Modern_dance,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"ISBN 0-87127-211-3
Minton, S. Modern Dance: Body ","ISBN 0-87127-211-3\\nMinton, S. Modern Dance: Body ","ISBN 0-87127-211-3 Minton, S. Modern Dance: Body"
16168,profession,dance_occupations,Bulgarian_dances,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Bulgarian folk dances
Video clips of Bulgarian dances ",Bulgarian folk dances\\nVideo clips of Bulgarian dances ,Bulgarian folk dances Video clips of Bulgarian dances
16223,profession,dance_occupations,Ukrainian_dance,interno_consecutivo,2,50 | 51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,57,TRUE,"The ""regional dances"" of Ukrainian dance include:

Central ","The ""regional dances"" of Ukrainian dance include:\\n\\nCentral ","The ""regional dances"" of Ukrainian dance include: Central"
17524,profession,engineering_branches,Irrigation,interno_singolo,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,60,TRUE,"New Orleans, Louisiana)
Underirrigation or irrigation giving ","New Orleans, Louisiana)\\nUnderirrigation or irrigation giving ","New Orleans, Louisiana) Underirrigation or irrigation giving"
17565,profession,engineering_branches,Seismic_loading,interno_consecutivo,2,40 | 41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,75,TRUE,"Seismic loading depends, primarily, on:

Anticipated earthquake's parameters ","Seismic loading depends, primarily, on:\\n\\nAnticipated earthquake's parameters ","Seismic loading depends, primarily, on: Anticipated earthquake's parameters"
17568,profession,engineering_branches,Wind_engineering,interno_consecutivo,2,47 | 48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,58,TRUE,"Wind engineering involves, among other topics:

Wind impact ","Wind engineering involves, among other topics:\\n\\nWind impact ","Wind engineering involves, among other topics: Wind impact"
17917,profession,engineering_branches,Mathematical_model,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,64,TRUE,"ISBN 0-486-41180-X
Gary Chartrand Graphs as Mathematical Models, ","ISBN 0-486-41180-X\\nGary Chartrand Graphs as Mathematical Models, ","ISBN 0-486-41180-X Gary Chartrand Graphs as Mathematical Models,"
17989,profession,engineering_branches,Computer_network,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,78,TRUE,"Important publications in computer networks
Network Communication Architecture ",Important publications in computer networks\\nNetwork Communication Architecture ,Important publications in computer networks Network Communication Architecture
18016,profession,engineering_branches,Partial_discharge,interno_singolo,1,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,63,TRUE,"Partial Discharge Technical Articles and Papers
Measurement and ",Partial Discharge Technical Articles and Papers\\nMeasurement and ,Partial Discharge Technical Articles and Papers Measurement and
18080,profession,engineering_branches,Optics,interno_multiplo,2,6 | 48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"28-32
Optics2001 – Optics library and community
Fundamental ",28-32\\nOptics2001 – Optics library and community\\nFundamental ,28-32 Optics2001 – Optics library and community Fundamental
18216,profession,engineering_branches,Telescope,interno_consecutivo,2,11 | 12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,51,TRUE,"These are:

Cosmic-ray telescopes detect cosmic rays ",These are:\\n\\nCosmic-ray telescopes detect cosmic rays ,These are: Cosmic-ray telescopes detect cosmic rays
18412,profession,engineering_branches,Spacecraft,interno_singolo,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"Life support
Spacecraft intended for human spaceflight must ",Life support\\nSpacecraft intended for human spaceflight must ,Life support Spacecraft intended for human spaceflight must
18413,profession,engineering_branches,Spacecraft,interno_singolo,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Attitude control
A Spacecraft needs an attitude control ",Attitude control\\nA Spacecraft needs an attitude control ,Attitude control A Spacecraft needs an attitude control
18415,profession,engineering_branches,Spacecraft,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"Communications
Spacecraft, both robotic and crewed, utilize ","Communications\\nSpacecraft, both robotic and crewed, utilize ","Communications Spacecraft, both robotic and crewed, utilize"
18452,profession,engineering_branches,Wind_farm,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,62,TRUE,"Waters National Renewable Energy Laboratory
Biggest Wind Farms ",Waters National Renewable Energy Laboratory\\nBiggest Wind Farms ,Waters National Renewable Energy Laboratory Biggest Wind Farms
